text,emotion,updated_emotion
I was really amazed to see my kid snowboarding so well during last winters ! Must say he's a quick learner.,surprised,positive
When i go to conventions i always want to be ready for anything. I pack a first aid kit and a lot of food. I always want to be ready for the worse at conventions but it can happen.,prepared,positive
I'm predicting a very warm summer this year.,anticipating,positive
"My apartment flooded in a storm about a month ago, and the contractor who is supposed to repair the damage has taken three weeks instead of the three days he said it would take to do the repairs.",furious,very negative
I recently did a tour through my old high school and it brought back a lot of memories.,nostalgic,positive
"By mistake, I saw an image of a car accident. I was disgusted.",disgusted,very negative
My boyfriend cheated on me while I was away visiting family.,angry,very negative
"I was at a talent show and I saw a man playing an entire song by himself, he played the guitar, drums, and sang all at once, it was really crazy to see.",impressed,very positive
When my friends have computer troubles they come to me. I always have a way to fix up their computers. always ready and willing to help anyone though.,prepared,positive
"When I missed up a hit, but was told I could redo it to reverse the rejection.",hopeful,very positive
My boyfriend kept me up all night when I had to work the next morning by playing video games,annoyed,negative
"My boss called to tell me that I would be receiving a package the next day, and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees, but it turned out to be some personnel paperwork that she needed to go over with me. ",disappointed,negative
"I accidentally ate a piece of cake that my mom made for my dad as a special gift, I felt pretty bad about it.",guilty,very negative
I recently had to put my cat to sleep. It was an emotional day.,sad,negative
I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me. ,trusting,very positive
I am afraid of the upcoming economic crisis in the USA,afraid,very negative
"Last year, i went to a restaurant and they had a pinball machine.",nostalgic,positive
I saw a homeless man sweating in the sun the other day and it made me thankful for what I have.,grateful,very positive
"I was looking forward to spending time with my friend Megan today, but I had to put it off again because I fell ill this morning.",sad,negative
I went to a new restaurant with friends I hadn't seen in a long time.,excited,very positive
I was attacked in the street by someone who stealed my bag. I was so scared that I had a panic attack.,terrified,very negative
"I let my friend borrow my car last year and I got a call later that night that he crashed it and totaled it, man I was crushed by that experience.",devastated,very negative
When the Washington Capitals won the Stanley Cup i was in such great spirits. I ran into the streets of DC celebrating. I couldn't believe this was happening.,joyful,very positive
When my daughter was born I was so happy and excited.,joyful,very positive
I recently found out my mom was very sick. SHe has stage 4 liver cirrhosis.,sad,negative
I am impress by the fact that Croatia is in the world cup final.,impressed,very positive
